Time (s),Data,Step Detected (0/1)
0.0,7.0,0
0.001639344262295082,9.660604,0
0.003278688524590164,9.701306,0
0.0049180327868852455,9.593567,0
0.006557377049180328,9.624691,0
0.00819672131147541,9.557654,0
0.009836065573770491,9.41879,0
0.011475409836065573,9.354146,0
0.013114754098360656,9.167399,0
0.014754098360655738,9.081207,0
0.01639344262295082,8.925584,0
0.018032786885245903,8.789115,0
0.019672131147540982,8.456321,0
0.021311475409836064,8.377312,0
0.022950819672131147,8.32464,0
0.02459016393442623,8.169017,0
0.02622950819672131,8.082825,0
0.027868852459016394,7.946356,0
0.029508196721311476,7.955933,0
0.03114754098360656,7.864953,0
0.03278688524590164,7.92002,0
0.03442622950819672,7.960721,0
0.036065573770491806,7.92002,0
0.03770491803278689,7.891289,0
0.039344262295081964,7.92002,0
0.040983606557377046,7.931991,0
0.04262295081967213,7.896078,0
0.04426229508196721,7.826646,0
0.04590163934426229,7.682994,0
0.047540983606557376,7.656657,0
0.04918032786885246,7.580043,0
0.05081967213114754,7.462727,0
0.05245901639344262,7.462727,0
0.054098360655737705,7.484275,0
0.05573770491803279,7.508217,0
0.05737704918032787,7.536947,0
0.05901639344262295,7.606379,0
0.060655737704918035,7.599197,0
0.06229508196721312,7.668628,0
0.06393442622950819,7.773973,0
0.06557377049180328,7.824252,0
0.06721311475409836,7.884107,0
0.06885245901639345,7.989451,0
0.07049180327868852,7.984663,0
0.07213114754098361,8.152257,0
0.07377049180327869,8.216901,0
0.07540983606557378,8.298303,0
0.07704918032786885,8.35337,0
0.07868852459016393,8.391677,0
0.08032786885245902,8.449138,0
0.08196721311475409,8.394072,0
0.08360655737704918,8.552089,0
0.08524590163934426,8.516176,0
0.08688524590163935,8.530541,0
0.08852459016393442,8.657434,0
0.09016393442622951,8.628703,0
0.09180327868852459,8.705318,0
0.09344262295081968,8.734048,0
0.09508196721311475,8.750808,0
0.09672131147540984,8.815451,0
0.09836065573770492,8.906431,0
0.1,8.908825,0
0.10163934426229508,9.011776,0
0.10327868852459017,9.009381,0
0.10491803278688525,8.987834,0
0.10655737704918032,8.925584,0
0.10819672131147541,8.856152,0
0.10983606557377049,8.808268,0
0.11147540983606558,8.738837,0
0.11311475409836065,8.671799,0
0.11475409836065574,8.643068,0
0.11639344262295082,8.635886,0
0.1180327868852459,8.576031,0
0.11967213114754098,8.571242,0
0.12131147540983607,8.542512,0
0.12295081967213115,8.501811,0
0.12459016393442623,8.48984,0
0.12622950819672132,8.482657,0
0.12786885245901639,8.420408,0
0.12950819672131147,8.329428,0
0.13114754098360656,8.317457,0
0.13278688524590163,8.257602,0
0.13442622950819672,8.257602,0
0.1360655737704918,8.252814,0
0.1377049180327869,8.207324,0
0.13934426229508196,8.147469,0
0.14098360655737704,8.15944,0
0.14262295081967213,8.207324,0
0.14426229508196722,8.228872,0
0.14590163934426228,8.228872,0
0.14754098360655737,8.221689,0
0.14918032786885246,8.23366,0
0.15081967213114755,8.291121,0
0.15245901639344261,8.243237,0
0.1540983606557377,8.32464,0
0.1557377049180328,8.396466,0
0.15737704918032785,8.176199,0
0.15901639344262294,8.192959,0
0.16065573770491803,8.140286,0
0.16229508196721312,8.111556,0
0.16393442622950818,8.092402,0
0.16557377049180327,8.274361,0
0.16721311475409836,8.39886,0
0.16885245901639345,8.26239,0
0.17049180327868851,8.274361,0
0.1721311475409836,8.214506,0
0.1737704918032787,8.42759,0
0.17540983606557378,8.319851,0
0.17704918032786884,8.319851,0
0.17868852459016393,8.149863,0
0.18032786885245902,8.123527,0
0.1819672131147541,8.109162,0
0.18360655737704917,8.219295,0
0.18524590163934426,8.152257,0
0.18688524590163935,8.226477,0
0.1885245901639344,8.248025,0
0.1901639344262295,8.185776,0
0.1918032786885246,8.195353,0
0.19344262295081968,8.341399,0
0.19508196721311474,8.391677,0
0.19672131147540983,8.410831,0
0.19836065573770492,8.556877,0
0.2,8.59279,0
0.20163934426229507,8.652645,0
0.20327868852459016,8.635886,0
0.20491803278688525,8.810663,0
0.20655737704918034,8.817845,0
0.2081967213114754,8.834605,0
0.2098360655737705,8.899248,0
0.21147540983606558,8.822634,0
0.21311475409836064,8.853758,0
0.21475409836065573,8.961497,0
0.21639344262295082,8.975863,0
0.2180327868852459,8.999805,0
0.21967213114754097,9.160216,0
0.22131147540983606,9.191341,0
0.22295081967213115,9.306262,0
0.22459016393442624,9.461885,0
0.2262295081967213,9.552865,0
0.2278688524590164,9.787497,0
0.22950819672131148,9.952697,0
0.23114754098360657,10.036494,0
0.23278688524590163,10.156204,0
0.23442622950819672,10.400413,0
0.2360655737704918,10.426749,0
0.23770491803278687,10.642227,0
0.23934426229508196,10.620679,0
0.24098360655737705,10.644621,0
0.24262295081967214,10.824186,0
0.2442622950819672,10.793062,0
0.2459016393442623,10.850522,0
0.24754098360655738,10.886435,0
0.24918032786885247,10.958261,0
0.25081967213114753,10.896012,0
0.25245901639344265,10.970233,0
0.2540983606557377,10.907983,0
0.25573770491803277,11.010934,0
0.2573770491803279,11.058818,0
0.25901639344262295,11.030088,0
0.260655737704918,11.018117,0
0.26229508196721313,11.12825,0
0.2639344262295082,11.166557,0
0.26557377049180325,11.255143,0
0.26721311475409837,11.164163,0
0.26885245901639343,11.288661,0
0.27049180327868855,11.331757,0
0.2721311475409836,11.336545,0
0.27377049180327867,11.346122,0
0.2754098360655738,11.463438,0
0.27704918032786885,11.422737,0
0.2786885245901639,11.456255,0
0.28032786885245903,11.492168,0
0.2819672131147541,11.60709,0
0.2836065573770492,11.518505,0
0.28524590163934427,11.408371,0
0.28688524590163933,11.453861,0
0.28852459016393445,11.638215,0
0.2901639344262295,11.549629,0
0.29180327868852457,11.484986,0
0.2934426229508197,11.528081,0
0.29508196721311475,11.528081,0
0.2967213114754098,11.60709,0
0.2983606557377049,11.733983,0
0.3,11.659763,0
0.3016393442622951,11.736377,0
0.30327868852459017,11.767502,0
0.30491803278688523,11.815386,0
0.30655737704918035,11.968615,0
0.3081967213114754,12.026075,0
0.30983606557377047,12.002133,0
0.3114754098360656,12.08593,0
0.31311475409836065,12.133815,0
0.3147540983606557,12.124238,0
0.3163934426229508,12.143391,0
0.3180327868852459,12.227188,0
0.319672131147541,12.172122,0
0.32131147540983607,12.162545,0
0.32295081967213113,12.186487,0
0.32459016393442625,12.047623,0
0.3262295081967213,12.045229,0
0.32786885245901637,12.030864,0
0.3295081967213115,11.925519,0
0.33114754098360655,11.901577,0
0.33278688524590166,11.789049,0
0.3344262295081967,11.633426,0
0.3360655737704918,11.535264,0
0.3377049180327869,11.355699,0
0.33934426229508197,11.283873,0
0.34098360655737703,11.049241,0
0.34262295081967215,13.97735,0
0.3442622950819672,12.770672,0
0.34590163934426227,10.247184,0
0.3475409836065574,10.333375,0
0.34918032786885245,10.149021,0
