Time (s),Data,Step Detected (0/1)
0.0,9.131486,0
0.001639344262295082,9.236831,0
0.003278688524590164,9.200917,0
0.0049180327868852455,9.244013,0
0.006557377049180328,9.184158,0
0.00819672131147541,9.205706,0
0.009836065573770491,9.155428,0
0.011475409836065573,9.167399,0
0.013114754098360656,9.114726,0
0.014754098360655738,9.191341,0
0.01639344262295082,9.191341,0
0.018032786885245903,9.17937,0
0.019672131147540982,9.064448,0
0.021311475409836064,9.148245,0
0.022950819672131147,9.2081,0
0.02459016393442623,9.167399,0
0.02622950819672131,9.191341,0
0.027868852459016394,9.217677,0
0.029508196721311476,9.215283,0
0.03114754098360656,9.258378,0
0.03278688524590164,9.205706,0
0.03442622950819672,9.191341,0
0.036065573770491806,9.176975,0
0.03770491803278689,9.265561,0
0.039344262295081964,9.287109,0
0.040983606557377046,9.174581,0
0.04262295081967213,9.2081,0
0.04426229508196721,9.251196,0
0.04590163934426229,9.198523,0
0.047540983606557376,9.227254,0
0.04918032786885246,9.232042,0
0.05081967213114754,9.181764,0
0.05245901639344262,9.148245,0
0.054098360655737705,9.13388,0
0.05573770491803279,9.184158,0
0.05737704918032787,9.126697,0
0.05901639344262295,9.066842,0
0.060655737704918035,9.018958,0
0.06229508196721312,8.980651,0
0.06393442622950819,8.937555,0
0.06557377049180328,8.863335,0
0.06721311475409836,8.736442,0
0.06885245901639345,8.748413,0
0.07049180327868852,8.676587,0
0.07213114754098361,8.604761,0
0.07377049180327869,8.568848,0
0.07540983606557378,8.477869,0
0.07704918032786885,8.418014,0
0.07868852459016393,8.372524,0
0.08032786885245902,8.267179,0
0.08196721311475409,8.238448,0
0.08360655737704918,8.082825,0
0.08524590163934426,7.987057,0
0.08688524590163935,7.876924,0
0.08852459016393442,7.812281,0
0.09016393442622951,7.752425,0
0.09180327868852459,7.661446,0
0.09344262295081968,7.513005,0
0.09508196721311475,7.42442,0
0.09672131147540984,7.402872,0
0.09836065573770492,7.369353,0
0.1,7.343017,0
0.10163934426229508,7.314287,0
0.10327868852459017,7.395689,0
0.10491803278688525,7.395689,0
0.10655737704918032,7.539342,0
0.10819672131147541,7.630321,0
0.10983606557377049,7.637504,0
0.11147540983606558,7.838617,0
0.11311475409836065,7.910443,0
0.11475409836065574,7.970298,0
0.11639344262295082,8.075643,0
0.1180327868852459,8.090008,0
0.11967213114754098,8.228872,0
0.12131147540983607,8.259996,0
0.12295081967213115,8.298303,0
0.12459016393442623,8.288727,0
0.12622950819672132,8.255208,0
0.12786885245901639,8.252814,0
0.12950819672131147,8.209718,0
0.13114754098360656,8.185776,0
0.13278688524590163,8.214506,0
0.13442622950819672,8.116344,0
0.1360655737704918,8.109162,0
0.1377049180327869,8.11395,0
0.13934426229508196,7.991846,0
0.14098360655737704,8.018182,0
0.14262295081967213,8.056489,0
0.14426229508196722,7.934385,0
0.14590163934426228,7.876924,0
0.14754098360655737,7.924808,0
0.14918032786885246,7.908049,0
0.15081967213114755,7.87453,0
0.15245901639344261,7.915231,0
0.1540983606557377,7.888895,0
0.1557377049180328,7.876924,0
0.15737704918032785,7.838617,0
0.15901639344262294,7.788339,0
0.16065573770491803,7.790733,0
0.16229508196721312,7.838617,0
0.16393442622950818,7.821857,0
0.16557377049180327,7.78355,0
0.16721311475409836,7.718907,0
0.16885245901639345,7.766791,0
0.17049180327868851,7.721301,0
0.1721311475409836,7.642292,0
0.1737704918032787,7.620744,0
0.17540983606557378,7.558495,0
0.17704918032786884,7.493852,0
0.17868852459016393,7.505823,0
0.18032786885245902,7.479486,0
0.1819672131147541,7.362171,0
0.18360655737704917,7.366959,0
0.18524590163934426,7.302316,0
0.18688524590163935,7.244855,0
