Time (s),Data,Step Detected (0/1)
0.0,5266.0,0
0.001639344262295082,7.386113,0
0.003278688524590164,7.292739,0
0.0049180327868852455,7.290345,0
0.006557377049180328,7.268797,0
0.00819672131147541,7.151481,0
0.009836065573770491,7.144298,0
0.011475409836065573,7.101203,0
0.013114754098360656,7.079655,0
0.014754098360655738,7.043742,0
0.01639344262295082,7.022194,0
0.018032786885245903,7.029377,0
0.019672131147540982,7.070078,0
0.021311475409836064,7.089232,0
0.022950819672131147,7.16824,0
0.02459016393442623,7.295133,0
0.02622950819672131,7.383718,0
0.027868852459016394,7.323863,0
0.029508196721311476,7.455544,0
0.03114754098360656,7.496246,0
0.03278688524590164,7.493852,0
0.03442622950819672,7.721301,0
0.036065573770491806,7.66384,0
0.03770491803278689,7.642292,0
0.039344262295081964,7.479486,0
0.040983606557377046,7.422026,0
0.04262295081967213,7.436391,0
0.04426229508196721,7.383718,0
0.04590163934426229,7.3502,0
0.047540983606557376,7.285556,0
0.04918032786885246,7.283162,0
0.05081967213114754,7.319075,0
0.05245901639344262,7.345411,0
0.054098360655737705,7.290345,0
0.05573770491803279,7.343017,0
0.05737704918032787,7.307104,0
0.05901639344262295,7.299921,0
0.060655737704918035,7.3502,0
0.06229508196721312,7.343017,0
0.06393442622950819,7.376536,0
0.06557377049180328,7.474698,0
0.06721311475409836,7.45315,0
0.06885245901639345,7.517794,0
0.07049180327868852,7.58962,0
0.07213114754098361,7.706936,0
0.07377049180327869,7.814675,0
0.07540983606557378,7.812281,0
0.07704918032786885,7.900866,0
0.07868852459016393,7.951144,0
0.08032786885245902,8.070854,0
0.08196721311475409,8.125921,0
0.08360655737704918,8.109162,0
0.08524590163934426,8.264785,0
0.08688524590163935,8.291121,0
0.08852459016393442,8.331822,0
0.09016393442622951,8.350976,0
0.09180327868852459,8.339005,0
0.09344262295081968,8.413225,0
0.09508196721311475,8.350976,0
0.09672131147540984,8.408437,0
0.09836065573770492,8.403648,0
0.1,8.35337,0
0.10163934426229508,8.322245,0
0.10327868852459017,8.346187,0
0.10491803278688525,8.27915,0
0.10655737704918032,8.310274,0
0.10819672131147541,8.32464,0
0.10983606557377049,8.350976,0
0.11147540983606558,8.37013,0
0.11311475409836065,8.379706,0
0.11475409836065574,8.362947,0
0.11639344262295082,8.456321,0
0.1180327868852459,8.501811,0
0.11967213114754098,8.516176,0
0.12131147540983607,8.532935,0
0.12295081967213115,8.571242,0
0.12459016393442623,8.590396,0
0.12622950819672132,8.597579,0
0.12786885245901639,8.554483,0
0.12950819672131147,8.56406,0
0.13114754098360656,8.530541,0
0.13278688524590163,8.485051,0
0.13442622950819672,8.499416,0
0.1360655737704918,8.434773,0
0.1377049180327869,8.465898,0
0.13934426229508196,8.537724,0
0.14098360655737704,8.480263,0
0.14262295081967213,8.410831,0
0.14426229508196722,8.458715,0
0.14590163934426228,8.396466,0
0.14754098360655737,8.372524,0
0.14918032786885246,8.429985,0
0.15081967213114755,8.513782,0
0.15245901639344261,8.542512,0
0.1540983606557377,8.506599,0
0.1557377049180328,8.494628,0
0.15737704918032785,8.48984,0
0.15901639344262294,8.485051,0
0.16065573770491803,8.511387,0
0.16229508196721312,8.482657,0
0.16393442622950818,8.475474,0
0.16557377049180327,8.480263,0
0.16721311475409836,8.401254,0
0.16885245901639345,8.343793,0
0.17049180327868851,8.329428,0
0.1721311475409836,8.312669,0
0.1737704918032787,8.245631,0
0.17540983606557378,8.248025,0
0.17704918032786884,8.130709,0
0.17868852459016393,8.092402,0
0.18032786885245902,8.015788,0
0.1819672131147541,7.996634,0
0.18360655737704917,7.996634,0
0.18524590163934426,7.946356,0
0.18688524590163935,8.027759,0
0.1885245901639344,8.020576,0
0.1901639344262295,7.984663,0
0.1918032786885246,7.960721,0
0.19344262295081968,7.984663,0
0.19508196721311474,7.953538,0
0.19672131147540983,8.006211,0
0.19836065573770492,7.963115,0
0.2,7.989451,0
0.20163934426229507,8.066066,0
0.20327868852459016,8.099585,0
0.20491803278688525,8.104373,0
0.20655737704918034,8.109162,0
0.2081967213114754,8.164228,0
0.2098360655737705,8.259996,0
0.21147540983606558,8.295909,0
0.21311475409836064,8.336611,0
0.21475409836065573,8.441956,0
0.21639344262295082,8.47308,0
0.2180327868852459,8.420408,0
0.21967213114754097,8.513782,0
0.22131147540983606,8.492234,0
0.22295081967213115,8.525753,0
0.22459016393442624,8.602367,0
0.2262295081967213,8.678982,0
0.2278688524590164,8.645463,0
0.22950819672131148,8.56406,0
0.23114754098360657,8.537724,0
0.23278688524590163,8.532935,0
0.23442622950819672,8.549695,0
0.2360655737704918,8.573637,0
0.23770491803278687,8.640674,0
0.23934426229508196,8.671799,0
0.24098360655737705,8.777144,0
0.24262295081967214,8.865729,0
0.2442622950819672,8.882489,0
0.2459016393442623,8.930373,0
0.24754098360655738,9.040506,0
0.24918032786885247,9.119515,0
0.25081967213114753,9.16261,0
0.25245901639344265,9.200917,0
0.2540983606557377,9.284715,0
0.25573770491803277,9.342175,0
0.2573770491803279,9.339781,0
0.25901639344262295,9.337387,0
0.260655737704918,9.318233,0
0.26229508196721313,9.306262,0
0.2639344262295082,9.32781,0
0.26557377049180325,9.29908,0
0.26721311475409837,9.399636,0
0.26885245901639343,9.440338,0
0.27049180327868855,9.459491,0
0.2721311475409836,9.58399,0
0.27377049180327867,9.615114,0
0.2754098360655738,9.576807,0
0.27704918032786885,9.639056,0
0.2786885245901639,9.871294,0
0.28032786885245903,10.010158,0
0.2819672131147541,10.086772,0
0.2836065573770492,10.242395,0
0.28524590163934427,10.290279,0
0.28688524590163933,10.383653,0
0.28852459016393445,10.498575,0
0.2901639344262295,10.500969,0
0.29180327868852457,10.611102,0
0.2934426229508197,10.747572,0
0.29508196721311475,10.912772,0
0.2967213114754098,11.015722,0
0.2983606557377049,11.109096,0
0.3,11.271902,0
0.3016393442622951,11.508928,0
0.30327868852459017,11.60709,0
0.30491803278688523,11.717223,0
0.30655737704918035,11.662157,0
0.3081967213114754,11.678916,0
0.30983606557377047,11.810597,0
0.3114754098360656,11.844116,0
0.31311475409836065,12.038046,0
0.3147540983606557,12.248736,0
0.3163934426229508,12.368446,0
0.3180327868852459,12.586319,0
0.319672131147541,12.698846,0
0.32131147540983607,12.868834,0
0.32295081967213113,12.990939,0
0.32459016393442625,13.141773,0
0.3262295081967213,13.153744,0
0.32786885245901637,13.206417,0
0.3295081967213115,13.134591,0
0.33114754098360655,13.134591,0
0.33278688524590166,13.158533,0
0.3344262295081967,13.160927,0
0.3360655737704918,13.266272,0
0.3377049180327869,13.206417,0
0.33934426229508197,13.239936,0
0.34098360655737703,13.141773,0
